record_kind,target,prev_id,next_id,offset,v101101_native_offset,v101103_break_evidence,classification,final_action,speaker_before,speaker_after,quote_role_around_boundary,RA19B_flow_action,reason,evidence_path
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.19.P126,,,145,145,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.19.P137,,,119,119,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.19.P165,,,150,150,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.20.P010,,,63,63,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.21.P020,,,69,69,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.21.P023,,,137,137,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.21.P025,,,118,118,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.21.P027,,,216,216,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.21.P068,,,86,86,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.22.P006,,,160,160,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.22.P022,,,23,23,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.22.REF.P001,,,237,237,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.24.DESOL.P014,,,119,119,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.24.DESOL.P027,,,79,79,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.HOUR.24.DESOL.P037,,,62,62,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.SECTION.BENEFITS.P102,,,195,195,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.SECTION.BENEFITS.P116,,,217,217,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.SECTION.BENEFITS.P122,,,78,78,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.SECTION.BENEFITS.P136,,,157,157,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.SECTION.BENEFITS.P139,,,77,77,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.SECTION.BENEFITS.P149,,,140,140,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P069,,,60,60,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P069,,,70,70,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P097,,,195,195,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P111,,,217,217,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P117,,,78,78,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P131,,,157,157,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P134,,,77,77,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.PROMISES_BENEFITS.BODY.P144,,,140,140,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_01.BODY.P047,,,317,317,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_06.BODY.P011,,,69,69,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_06.BODY.P033,,,111,111,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_06.BODY.P036,,,121,121,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_06.BODY.P043,,,49,49,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_06.BODY.P047,,,58,58,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_06.BODY.P051,,,210,210,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_06.BODY.P051,,,259,259,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_06.BODY.P053,,,121,121,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_06.BODY.P054,,,35,35,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_06.BODY.P058,,,49,49,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_06.BODY.P068,,,311,311,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_07.BODY.P036,,,43,43,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_10.BODY.P009,,,268,268,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_13.BODY.P013,,,162,162,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_13.BODY.P039,,,422,422,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_13.BODY.P056,,,128,128,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_13.BODY.P138,,,37,37,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_14.BODY.P019,,,66,66,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_15.BODY.P109,,,426,426,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_15.BODY.P174,,,33,33,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_16.BODY.P047,,,140,140,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_16.BODY.P096,,,250,250,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_17.BODY.P032,,,102,102,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_17.BODY.P050,,,51,51,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_17.BODY.P051,,,90,90,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_17.BODY.P054,,,203,203,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_17.BODY.P057,,,95,95,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_17.BODY.P058,,,50,50,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_17.BODY.P067,,,41,41,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_17.BODY.P067,,,78,78,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_17.BODY.P073,,,53,53,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_17.BODY.P073,,,67,67,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_18.BODY.P072,,,274,274,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_19.BODY.P067,,,151,151,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_19.BODY.P074,,,317,317,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_20.BODY.P015,,,105,105,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_20.BODY.P023,,,108,108,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_20.BODY.P024,,,313,313,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_20.BODY.P028,,,413,413,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
V101101_NATIVE_SPEECH_END_BOUNDARY,PASSION24.TEXT.RELATED_HOUR_21.BODY.P059,,,94,94,absent_or_displaced,V101101_SPEECH_END_BOUNDARY_KEEP,KEEP,,,,,Native v101.101 speech-end topology witness boundary must be represented in successor unless semantic outer-turn audit proves this raw SPEECH_DATA boundary is not a true presentation-turn end.,v101101 SPEECH_END_VISUAL_BREAKS + runtime witness
